gatherer,date,fruit,amount
Jason,2020-10-23,apples,0.48
Jason,2020-10-23,oranges,0
Jason,2020-10-23,strawberries,0.02
Jason,2020-10-23,plums,0.13
Jason,2020-10-23,pears,0.22
Jason,2020-10-23,tomatoes,0.01
Peter,2020-10-23,apples,0.51
Peter,2020-10-23,oranges,0.01
Peter,2020-10-23,strawberries,0.04
Peter,2020-10-23,plums,0.11
Peter,2020-10-23,pears,0.15
Peter,2020-10-23,tomatoes,0.05
John,2020-10-24,apples,0.32
John,2020-10-24,oranges,0.05
John,2020-10-24,strawberries,0.03
John,2020-10-24,plums,0.12
John,2020-10-24,pears,0.41
John,2020-10-24,tomatoes,0.06
Nick,2020-10-24,apples,0.39
Nick,2020-10-24,oranges,0.05
Nick,2020-10-24,strawberries,0.02
Nick,2020-10-24,plums,0.12
Nick,2020-10-24,pears,0.28
Nick,2020-10-24,tomatoes,0.1
Rick,2020-10-24,apples,0.49
Rick,2020-10-24,oranges,0.04
Rick,2020-10-24,strawberries,0.02
Rick,2020-10-24,plums,0.2
Rick,2020-10-24,pears,0.3
Rick,2020-10-24,tomatoes,0.04
Dick,2020-10-24,apples,0.07
Dick,2020-10-24,oranges,0.03
Dick,2020-10-24,strawberries,0
Dick,2020-10-24,plums,0.14
Dick,2020-10-24,pears,0.26
Dick,2020-10-24,tomatoes,0.03
Jake,2020-10-24,apples,0.53
Jake,2020-10-24,oranges,0.01
Jake,2020-10-24,strawberries,0.01
Jake,2020-10-24,plums,0.19
Jake,2020-10-24,pears,0.24
Jake,2020-10-24,tomatoes,0.04
Paul,2020-10-24,apples,0.25
Paul,2020-10-24,oranges,0.02
Paul,2020-10-24,strawberries,0.02
Paul,2020-10-24,plums,0.17
Paul,2020-10-24,pears,0.19
Paul,2020-10-24,tomatoes,0.13
Jason,2020-10-24,apples,0.59
Jason,2020-10-24,oranges,0.02
Jason,2020-10-24,strawberries,0.01
Jason,2020-10-24,plums,0.2
Jason,2020-10-24,pears,0.26
Jason,2020-10-24,tomatoes,0.07
Peter,2020-10-24,apples,0.5
Peter,2020-10-24,oranges,0.03
Peter,2020-10-24,strawberries,0
Peter,2020-10-24,plums,0.2
Peter,2020-10-24,pears,0.37
Peter,2020-10-24,tomatoes,0.17
John,2020-10-25,apples,0.41
John,2020-10-25,oranges,0.04
John,2020-10-25,strawberries,0.01
John,2020-10-25,plums,0.14
John,2020-10-25,pears,0.01
John,2020-10-25,tomatoes,0.02
Nick,2020-10-25,apples,0.65
Nick,2020-10-25,oranges,0.03
Nick,2020-10-25,strawberries,0.02
Nick,2020-10-25,plums,0.2
Nick,2020-10-25,pears,0.33
Nick,2020-10-25,tomatoes,0.06
Rick,2020-10-25,apples,0.63
Rick,2020-10-25,oranges,0.03
Rick,2020-10-25,strawberries,0.02
Rick,2020-10-25,plums,0.16
Rick,2020-10-25,pears,0.29
Rick,2020-10-25,tomatoes,0.12
Dick,2020-10-25,apples,0.4
Dick,2020-10-25,oranges,0.03
Dick,2020-10-25,strawberries,0.01
Dick,2020-10-25,plums,0.16
Dick,2020-10-25,pears,0.27
Dick,2020-10-25,tomatoes,0.02
Jake,2020-10-25,apples,0.4
Jake,2020-10-25,oranges,0.02
Jake,2020-10-25,strawberries,0.03
Jake,2020-10-25,plums,0.1
Jake,2020-10-25,pears,0.1
Jake,2020-10-25,tomatoes,0.02
Paul,2020-10-25,apples,0.04
Paul,2020-10-25,oranges,0.03
Paul,2020-10-25,strawberries,0.02
Paul,2020-10-25,plums,0.07
Paul,2020-10-25,pears,0.27
Paul,2020-10-25,tomatoes,0.13
Jason,2020-10-25,apples,0.54
Jason,2020-10-25,oranges,0.06
Jason,2020-10-25,strawberries,0
Jason,2020-10-25,plums,0.17
Jason,2020-10-25,pears,0.17
Jason,2020-10-25,tomatoes,0.04
Peter,2020-10-25,apples,0.6
Peter,2020-10-25,oranges,0.02
Peter,2020-10-25,strawberries,0.02
Peter,2020-10-25,plums,0.17
Peter,2020-10-25,pears,0.26
Peter,2020-10-25,tomatoes,0.02
John,2020-10-26,apples,0.51
John,2020-10-26,oranges,0.01
John,2020-10-26,strawberries,0.02
John,2020-10-26,plums,0.17
John,2020-10-26,pears,0.17
John,2020-10-26,tomatoes,0.08
Nick,2020-10-26,apples,0.53
Nick,2020-10-26,oranges,0.04
Nick,2020-10-26,strawberries,0.01
Nick,2020-10-26,plums,0.11
Nick,2020-10-26,pears,0.19
Nick,2020-10-26,tomatoes,0.1
Rick,2020-10-26,apples,0.77
Rick,2020-10-26,oranges,0.04
Rick,2020-10-26,strawberries,0.01
Rick,2020-10-26,plums,0.09
Rick,2020-10-26,pears,0.16
Rick,2020-10-26,tomatoes,0.09
Dick,2020-10-26,apples,0.22
Dick,2020-10-26,oranges,0.03
Dick,2020-10-26,strawberries,0.02
Dick,2020-10-26,plums,0.2
Dick,2020-10-26,pears,0.16
Dick,2020-10-26,tomatoes,0.01
Jake,2020-10-26,apples,0.1
Jake,2020-10-26,oranges,0.01
Jake,2020-10-26,strawberries,0.03
Jake,2020-10-26,plums,0.15
Jake,2020-10-26,pears,0.16
Jake,2020-10-26,tomatoes,0.06
Paul,2020-10-26,apples,0.54
Paul,2020-10-26,oranges,0.03
Paul,2020-10-26,strawberries,0.02
Paul,2020-10-26,plums,0.14
Paul,2020-10-26,pears,0.26
Paul,2020-10-26,tomatoes,0.13
Jason,2020-10-26,apples,0.53
Jason,2020-10-26,oranges,0.05
Jason,2020-10-26,strawberries,0.02
Jason,2020-10-26,plums,0.14
Jason,2020-10-26,pears,0.18
Jason,2020-10-26,tomatoes,0.18
Peter,2020-10-26,apples,0.57
Peter,2020-10-26,oranges,0.04
Peter,2020-10-26,strawberries,0.01
Peter,2020-10-26,plums,0.1
Peter,2020-10-26,pears,0.31
Peter,2020-10-26,tomatoes,0.03
John,2020-10-27,apples,0.46
John,2020-10-27,oranges,0.03
John,2020-10-27,strawberries,0
John,2020-10-27,plums,0.13
John,2020-10-27,pears,0.14
John,2020-10-27,tomatoes,0.05
Nick,2020-10-27,apples,0.8
Nick,2020-10-27,oranges,0.02
Nick,2020-10-27,strawberries,0.01
Nick,2020-10-27,plums,0.12
Nick,2020-10-27,pears,0.16
Nick,2020-10-27,tomatoes,0.08
Rick,2020-10-27,apples,0.2
Rick,2020-10-27,oranges,0.04
Rick,2020-10-27,strawberries,0.01
Rick,2020-10-27,plums,0.14
Rick,2020-10-27,pears,0.4
Rick,2020-10-27,tomatoes,0.08
Dick,2020-10-27,apples,0.29
Dick,2020-10-27,oranges,0.04
Dick,2020-10-27,strawberries,0.01
Dick,2020-10-27,plums,0.16
Dick,2020-10-27,pears,0.36
Dick,2020-10-27,tomatoes,0.02
Jake,2020-10-27,apples,0.46
Jake,2020-10-27,oranges,0.02
Jake,2020-10-27,strawberries,0.01
Jake,2020-10-27,plums,0.11
Jake,2020-10-27,pears,0.22
Jake,2020-10-27,tomatoes,0.07
Paul,2020-10-27,apples,0.13
Paul,2020-10-27,oranges,0.04
Paul,2020-10-27,strawberries,0.02
Paul,2020-10-27,plums,0.2
Paul,2020-10-27,pears,0.12
Paul,2020-10-27,tomatoes,0.09
Jason,2020-10-27,apples,0.49
Jason,2020-10-27,oranges,0
Jason,2020-10-27,strawberries,0.02
Jason,2020-10-27,plums,0.12
Jason,2020-10-27,pears,0.31
Jason,2020-10-27,tomatoes,0.1
Peter,2020-10-27,apples,0.35
Peter,2020-10-27,oranges,0.01
Peter,2020-10-27,strawberries,0.01
Peter,2020-10-27,plums,0.13
Peter,2020-10-27,pears,0.34
Peter,2020-10-27,tomatoes,0.03
John,2020-10-28,apples,0.16
John,2020-10-28,oranges,0.04
John,2020-10-28,strawberries,0.01
John,2020-10-28,plums,0.12
John,2020-10-28,pears,0.23
John,2020-10-28,tomatoes,0.04
Nick,2020-10-28,apples,0.83
Nick,2020-10-28,oranges,0.03
Nick,2020-10-28,strawberries,0
Nick,2020-10-28,plums,0.15
Nick,2020-10-28,pears,0.24
Nick,2020-10-28,tomatoes,0.08
Rick,2020-10-28,apples,0.4
Rick,2020-10-28,oranges,0.02
Rick,2020-10-28,strawberries,0.03
Rick,2020-10-28,plums,0.1
Rick,2020-10-28,pears,0.26
Rick,2020-10-28,tomatoes,0.12
Dick,2020-10-28,apples,0.35
Dick,2020-10-28,oranges,0.03
Dick,2020-10-28,strawberries,0.01
Dick,2020-10-28,plums,0.18
Dick,2020-10-28,pears,0.38
Dick,2020-10-28,tomatoes,0.02
Jake,2020-10-28,apples,0.23
Jake,2020-10-28,oranges,0.02
Jake,2020-10-28,strawberries,0.01
Jake,2020-10-28,plums,0.16
Jake,2020-10-28,pears,0.08
Jake,2020-10-28,tomatoes,0.07
Paul,2020-10-28,apples,0.9
Paul,2020-10-28,oranges,0.05
Paul,2020-10-28,strawberries,0.01
Paul,2020-10-28,plums,0.14
Paul,2020-10-28,pears,0.12
Paul,2020-10-28,tomatoes,0.12
Jason,2020-10-28,apples,0.67
Jason,2020-10-28,oranges,0.02
Jason,2020-10-28,strawberries,0.01
Jason,2020-10-28,plums,0.14
Jason,2020-10-28,pears,0.3
Jason,2020-10-28,tomatoes,0.12
Peter,2020-10-28,apples,0.38
Peter,2020-10-28,oranges,0.04
Peter,2020-10-28,strawberries,0
Peter,2020-10-28,plums,0.09
Peter,2020-10-28,pears,0.26
Peter,2020-10-28,tomatoes,0.1
John,2020-10-29,apples,0.42
John,2020-10-29,oranges,0.04
John,2020-10-29,strawberries,0.02
John,2020-10-29,plums,0.2
John,2020-10-29,pears,0.29
John,2020-10-29,tomatoes,0.1
Nick,2020-10-29,apples,0.29
Nick,2020-10-29,oranges,0.02
Nick,2020-10-29,strawberries,0.01
Nick,2020-10-29,plums,0.05
Nick,2020-10-29,pears,0.32
Nick,2020-10-29,tomatoes,0.03
Rick,2020-10-29,apples,0.43
Rick,2020-10-29,oranges,0.04
Rick,2020-10-29,strawberries,0.01
Rick,2020-10-29,plums,0.28
Rick,2020-10-29,pears,0.29
Rick,2020-10-29,tomatoes,0.02
Dick,2020-10-29,apples,0.6
Dick,2020-10-29,oranges,0.05
Dick,2020-10-29,strawberries,0
Dick,2020-10-29,plums,0.11
Dick,2020-10-29,pears,0.36
Dick,2020-10-29,tomatoes,0
Jake,2020-10-29,apples,0.31
Jake,2020-10-29,oranges,0.03
Jake,2020-10-29,strawberries,0.01
Jake,2020-10-29,plums,0.14
Jake,2020-10-29,pears,0.33
Jake,2020-10-29,tomatoes,0.06
Paul,2020-10-29,apples,0.57
Paul,2020-10-29,oranges,0.04
Paul,2020-10-29,strawberries,0.01
Paul,2020-10-29,plums,0.16
Paul,2020-10-29,pears,0.31
Paul,2020-10-29,tomatoes,0.13
Jason,2020-10-29,apples,0.58
Jason,2020-10-29,oranges,0.03
Jason,2020-10-29,strawberries,0.04
Jason,2020-10-29,plums,0.12
Jason,2020-10-29,pears,0.36
Jason,2020-10-29,tomatoes,0.06
Peter,2020-10-29,apples,0.4
Peter,2020-10-29,oranges,0.03
Peter,2020-10-29,strawberries,0.02
Peter,2020-10-29,plums,0.16
Peter,2020-10-29,pears,0.24
Peter,2020-10-29,tomatoes,0.07
John,2020-10-30,apples,0.48
John,2020-10-30,oranges,0.03
John,2020-10-30,strawberries,0.01
John,2020-10-30,plums,0.17
John,2020-10-30,pears,0.36
John,2020-10-30,tomatoes,0.06
Nick,2020-10-30,apples,0.66
Nick,2020-10-30,oranges,0
Nick,2020-10-30,strawberries,0.02
Nick,2020-10-30,plums,0.21
Nick,2020-10-30,pears,0.17
Nick,2020-10-30,tomatoes,0.04
Rick,2020-10-30,apples,0.79
Rick,2020-10-30,oranges,0.03
Rick,2020-10-30,strawberries,0
Rick,2020-10-30,plums,0.15
Rick,2020-10-30,pears,0.21
Rick,2020-10-30,tomatoes,0.08
Dick,2020-10-30,apples,0.41
Dick,2020-10-30,oranges,0.04
Dick,2020-10-30,strawberries,0
Dick,2020-10-30,plums,0.13
Dick,2020-10-30,pears,0.24
Dick,2020-10-30,tomatoes,0.13
Jake,2020-10-30,apples,0.34
Jake,2020-10-30,oranges,0.05
Jake,2020-10-30,strawberries,0.03
Jake,2020-10-30,plums,0.12
Jake,2020-10-30,pears,0.37
Jake,2020-10-30,tomatoes,0.06
Paul,2020-10-30,apples,0.35
Paul,2020-10-30,oranges,0.04
Paul,2020-10-30,strawberries,0
Paul,2020-10-30,plums,0.11
Paul,2020-10-30,pears,0.23
Paul,2020-10-30,tomatoes,0.07
Jason,2020-10-30,apples,0.63
Jason,2020-10-30,oranges,0.02
Jason,2020-10-30,strawberries,0.01
Jason,2020-10-30,plums,0.17
Jason,2020-10-30,pears,0.24
Jason,2020-10-30,tomatoes,0.02
Peter,2020-10-30,apples,0.36
Peter,2020-10-30,oranges,0.02
Peter,2020-10-30,strawberries,0
Peter,2020-10-30,plums,0.17
Peter,2020-10-30,pears,0.25
Peter,2020-10-30,tomatoes,0.22
John,2020-10-31,apples,0.56
John,2020-10-31,oranges,0.03
John,2020-10-31,strawberries,0.02
John,2020-10-31,plums,0.08
John,2020-10-31,pears,0.35
John,2020-10-31,tomatoes,0.01
Nick,2020-10-31,apples,0.47
Nick,2020-10-31,oranges,0.04
Nick,2020-10-31,strawberries,0.02
Nick,2020-10-31,plums,0.21
Nick,2020-10-31,pears,0.17
Nick,2020-10-31,tomatoes,0.09
Rick,2020-10-31,apples,0.46
Rick,2020-10-31,oranges,0.03
Rick,2020-10-31,strawberries,0.02
Rick,2020-10-31,plums,0.06
Rick,2020-10-31,pears,0.15
Rick,2020-10-31,tomatoes,0.03
Dick,2020-10-31,apples,0.57
Dick,2020-10-31,oranges,0.01
Dick,2020-10-31,strawberries,0
Dick,2020-10-31,plums,0.09
Dick,2020-10-31,pears,0.38
Dick,2020-10-31,tomatoes,0.02
Jake,2020-10-31,apples,0.05
Jake,2020-10-31,oranges,0.01
Jake,2020-10-31,strawberries,0.03
Jake,2020-10-31,plums,0.16
Jake,2020-10-31,pears,0.44
Jake,2020-10-31,tomatoes,0
Paul,2020-10-31,apples,0.46
Paul,2020-10-31,oranges,0.04
Paul,2020-10-31,strawberries,0.01
Paul,2020-10-31,plums,0.07
Paul,2020-10-31,pears,0.31
Paul,2020-10-31,tomatoes,0.06
Jason,2020-10-31,apples,0.56
Jason,2020-10-31,oranges,0.03
Jason,2020-10-31,strawberries,0.01
Jason,2020-10-31,plums,0.11
Jason,2020-10-31,pears,0.19
Jason,2020-10-31,tomatoes,0.16
Peter,2020-10-31,apples,0.65
Peter,2020-10-31,oranges,0.04
Peter,2020-10-31,strawberries,0.02
Peter,2020-10-31,plums,0.01
Peter,2020-10-31,pears,0.4
Peter,2020-10-31,tomatoes,0.11
John,2020-11-01,apples,0.38
John,2020-11-01,oranges,0.04
John,2020-11-01,strawberries,0.02
John,2020-11-01,plums,0.15
John,2020-11-01,pears,0.29
John,2020-11-01,tomatoes,0.03
Nick,2020-11-01,apples,0.51
Nick,2020-11-01,oranges,0.04
Nick,2020-11-01,strawberries,0
Nick,2020-11-01,plums,0.18
Nick,2020-11-01,pears,0.47
Nick,2020-11-01,tomatoes,0.09
Rick,2020-11-01,apples,0.48
Rick,2020-11-01,oranges,0.03
Rick,2020-11-01,strawberries,0.02
Rick,2020-11-01,plums,0.12
Rick,2020-11-01,pears,0.34
Rick,2020-11-01,tomatoes,0.06
Dick,2020-11-01,apples,0.43
Dick,2020-11-01,oranges,0.05
Dick,2020-11-01,strawberries,0.03
Dick,2020-11-01,plums,0.2
Dick,2020-11-01,pears,0.1
Dick,2020-11-01,tomatoes,0.09
Jake,2020-11-01,apples,0.46
Jake,2020-11-01,oranges,0.02
Jake,2020-11-01,strawberries,0.03
Jake,2020-11-01,plums,0.2
Jake,2020-11-01,pears,0.28
Jake,2020-11-01,tomatoes,0.1
Paul,2020-11-01,apples,0.48
Paul,2020-11-01,oranges,0.01
Paul,2020-11-01,strawberries,0.01
Paul,2020-11-01,plums,0.08
Paul,2020-11-01,pears,0.36
Paul,2020-11-01,tomatoes,0.03
Jason,2020-11-01,apples,0.47
Jason,2020-11-01,oranges,0.04
Jason,2020-11-01,strawberries,0.03
Jason,2020-11-01,plums,0.1
Jason,2020-11-01,pears,0.36
Jason,2020-11-01,tomatoes,0.09
Peter,2020-11-01,apples,0.31
Peter,2020-11-01,oranges,0.03
Peter,2020-11-01,strawberries,0.02
Peter,2020-11-01,plums,0.06
Peter,2020-11-01,pears,0.3
Peter,2020-11-01,tomatoes,0.05
John,2020-11-02,apples,1.04
John,2020-11-02,oranges,0.02
John,2020-11-02,strawberries,0.02
John,2020-11-02,plums,0.19
John,2020-11-02,pears,0.21
John,2020-11-02,tomatoes,0.06
Nick,2020-11-02,apples,0.28
Nick,2020-11-02,oranges,0.05
Nick,2020-11-02,strawberries,0
Nick,2020-11-02,plums,0.14
Nick,2020-11-02,pears,0.45
Nick,2020-11-02,tomatoes,0.01
Rick,2020-11-02,apples,0.46
Rick,2020-11-02,oranges,0.02
Rick,2020-11-02,strawberries,0.02
Rick,2020-11-02,plums,0.17
Rick,2020-11-02,pears,0.2
Rick,2020-11-02,tomatoes,0.05
Dick,2020-11-02,apples,0.58
Dick,2020-11-02,oranges,0.04
Dick,2020-11-02,strawberries,0.02
Dick,2020-11-02,plums,0.08
Dick,2020-11-02,pears,0.33
Dick,2020-11-02,tomatoes,0.04
Jake,2020-11-02,apples,0.28
Jake,2020-11-02,oranges,0.04
Jake,2020-11-02,strawberries,0.02
Jake,2020-11-02,plums,0.13
Jake,2020-11-02,pears,0.16
Jake,2020-11-02,tomatoes,0.05
Paul,2020-11-02,apples,0.04
Paul,2020-11-02,oranges,0.03
Paul,2020-11-02,strawberries,0.01
Paul,2020-11-02,plums,0.12
Paul,2020-11-02,pears,0.26
Paul,2020-11-02,tomatoes,0.06
Jason,2020-11-02,apples,0.4
Jason,2020-11-02,oranges,0.03
Jason,2020-11-02,strawberries,0
Jason,2020-11-02,plums,0.19
Jason,2020-11-02,pears,0.16
Jason,2020-11-02,tomatoes,0.06
Peter,2020-11-02,apples,0.27
Peter,2020-11-02,oranges,0.02
Peter,2020-11-02,strawberries,0.01
Peter,2020-11-02,plums,0.18
Peter,2020-11-02,pears,0.19
Peter,2020-11-02,tomatoes,0.09
John,2020-11-03,apples,0.4
John,2020-11-03,oranges,0
John,2020-11-03,strawberries,0.01
John,2020-11-03,plums,0.17
John,2020-11-03,pears,0.15
John,2020-11-03,tomatoes,0.09
Nick,2020-11-03,apples,0.29
Nick,2020-11-03,oranges,0.01
Nick,2020-11-03,strawberries,0
Nick,2020-11-03,plums,0.18
Nick,2020-11-03,pears,0.25
Nick,2020-11-03,tomatoes,0.04
Rick,2020-11-03,apples,0.03
Rick,2020-11-03,oranges,0.04
Rick,2020-11-03,strawberries,0.01
Rick,2020-11-03,plums,0.17
Rick,2020-11-03,pears,0.22
Rick,2020-11-03,tomatoes,0.12
Dick,2020-11-03,apples,0.48
Dick,2020-11-03,oranges,0.04
Dick,2020-11-03,strawberries,0
Dick,2020-11-03,plums,0.1
Dick,2020-11-03,pears,0.22
Dick,2020-11-03,tomatoes,0.03
Jake,2020-11-03,apples,0.51
Jake,2020-11-03,oranges,0.01
Jake,2020-11-03,strawberries,0.01
Jake,2020-11-03,plums,0.14
Jake,2020-11-03,pears,0.16
Jake,2020-11-03,tomatoes,0.11
Paul,2020-11-03,apples,0.3
Paul,2020-11-03,oranges,0.03
Paul,2020-11-03,strawberries,0.02
Paul,2020-11-03,plums,0.17
Paul,2020-11-03,pears,0.22
Paul,2020-11-03,tomatoes,0.17
Jason,2020-11-03,apples,0.45
Jason,2020-11-03,oranges,0.03
Jason,2020-11-03,strawberries,0.03
Jason,2020-11-03,plums,0.15
Jason,2020-11-03,pears,0.2
Jason,2020-11-03,tomatoes,0.03
Peter,2020-11-03,apples,0.41
Peter,2020-11-03,oranges,0.01
Peter,2020-11-03,strawberries,0
Peter,2020-11-03,plums,0.19
Peter,2020-11-03,pears,0.27
Peter,2020-11-03,tomatoes,0.06
John,2020-11-04,apples,0.51
John,2020-11-04,oranges,0.01
John,2020-11-04,strawberries,0.02
John,2020-11-04,plums,0.14
John,2020-11-04,pears,0.14
John,2020-11-04,tomatoes,0.04
Nick,2020-11-04,apples,0.51
Nick,2020-11-04,oranges,0.03
Nick,2020-11-04,strawberries,0.02
Nick,2020-11-04,plums,0.14
Nick,2020-11-04,pears,0.32
Nick,2020-11-04,tomatoes,0.07
Rick,2020-11-04,apples,0.53
Rick,2020-11-04,oranges,0.02
Rick,2020-11-04,strawberries,0
Rick,2020-11-04,plums,0.17
Rick,2020-11-04,pears,0.3
Rick,2020-11-04,tomatoes,0.01
Dick,2020-11-04,apples,0.12
Dick,2020-11-04,oranges,0.04
Dick,2020-11-04,strawberries,0.02
Dick,2020-11-04,plums,0.04
Dick,2020-11-04,pears,0.34
Dick,2020-11-04,tomatoes,0.09
Jake,2020-11-04,apples,0.15
Jake,2020-11-04,oranges,0.01
Jake,2020-11-04,strawberries,0.01
Jake,2020-11-04,plums,0.19
Jake,2020-11-04,pears,0.51
Jake,2020-11-04,tomatoes,0.14
Paul,2020-11-04,apples,0.43
Paul,2020-11-04,oranges,0.02
Paul,2020-11-04,strawberries,0.02
Paul,2020-11-04,plums,0.08
Paul,2020-11-04,pears,0.08
Paul,2020-11-04,tomatoes,0.11
Jason,2020-11-04,apples,0.5
Jason,2020-11-04,oranges,0.01
Jason,2020-11-04,strawberries,0.02
Jason,2020-11-04,plums,0.15
Jason,2020-11-04,pears,0.31
Jason,2020-11-04,tomatoes,0.13
Peter,2020-11-04,apples,0.31
Peter,2020-11-04,oranges,0.02
Peter,2020-11-04,strawberries,0
Peter,2020-11-04,plums,0.13
Peter,2020-11-04,pears,0.27
Peter,2020-11-04,tomatoes,0.12
John,2020-11-05,apples,0.91
John,2020-11-05,oranges,0.03
John,2020-11-05,strawberries,0.01
John,2020-11-05,plums,0.12
John,2020-11-05,pears,0.12
John,2020-11-05,tomatoes,0.01
Nick,2020-11-05,apples,0.77
Nick,2020-11-05,oranges,0.01
Nick,2020-11-05,strawberries,0.01
Nick,2020-11-05,plums,0.04
Nick,2020-11-05,pears,0.12
Nick,2020-11-05,tomatoes,0.06
Rick,2020-11-05,apples,0.71
Rick,2020-11-05,oranges,0.01
Rick,2020-11-05,strawberries,0.02
Rick,2020-11-05,plums,0.18
Rick,2020-11-05,pears,0.29
Rick,2020-11-05,tomatoes,0.03
Dick,2020-11-05,apples,0.1
Dick,2020-11-05,oranges,0.02
Dick,2020-11-05,strawberries,0.01
Dick,2020-11-05,plums,0.11
Dick,2020-11-05,pears,0.19
Dick,2020-11-05,tomatoes,0.04
Jake,2020-11-05,apples,0.73
Jake,2020-11-05,oranges,0.02
Jake,2020-11-05,strawberries,0
Jake,2020-11-05,plums,0.24
Jake,2020-11-05,pears,0.16
Jake,2020-11-05,tomatoes,0.08
Paul,2020-11-05,apples,0.52
Paul,2020-11-05,oranges,0.02
Paul,2020-11-05,strawberries,0.01
Paul,2020-11-05,plums,0.13
Paul,2020-11-05,pears,0.19
Paul,2020-11-05,tomatoes,0.05
Jason,2020-11-05,apples,0.47
Jason,2020-11-05,oranges,0.02
Jason,2020-11-05,strawberries,0.01
Jason,2020-11-05,plums,0.1
Jason,2020-11-05,pears,0.27
Jason,2020-11-05,tomatoes,0.09
Peter,2020-11-05,apples,0.43
Peter,2020-11-05,oranges,0.02
Peter,2020-11-05,strawberries,0.01
Peter,2020-11-05,plums,0.13
Peter,2020-11-05,pears,0.23
Peter,2020-11-05,tomatoes,0.06
John,2020-11-06,apples,0.19
John,2020-11-06,oranges,0.01
John,2020-11-06,strawberries,0.03
John,2020-11-06,plums,0.14
John,2020-11-06,pears,0.05
John,2020-11-06,tomatoes,0.13
Nick,2020-11-06,apples,0.56
Nick,2020-11-06,oranges,0.03
Nick,2020-11-06,strawberries,0
Nick,2020-11-06,plums,0.15
Nick,2020-11-06,pears,0.24
Nick,2020-11-06,tomatoes,0.04
Rick,2020-11-06,apples,0.13
Rick,2020-11-06,oranges,0.03
Rick,2020-11-06,strawberries,0
Rick,2020-11-06,plums,0.1
Rick,2020-11-06,pears,0.21
Rick,2020-11-06,tomatoes,0.12
Dick,2020-11-06,apples,0.43
Dick,2020-11-06,oranges,0.02
Dick,2020-11-06,strawberries,0.01
Dick,2020-11-06,plums,0.2
Dick,2020-11-06,pears,0.35
Dick,2020-11-06,tomatoes,0.03
Jake,2020-11-06,apples,0.32
Jake,2020-11-06,oranges,0.03
Jake,2020-11-06,strawberries,0.01
Jake,2020-11-06,plums,0.07
Jake,2020-11-06,pears,0.01
Jake,2020-11-06,tomatoes,0.02
Paul,2020-11-06,apples,0.34
Paul,2020-11-06,oranges,0.03
Paul,2020-11-06,strawberries,0.01
Paul,2020-11-06,plums,0.15
Paul,2020-11-06,pears,0.29
Paul,2020-11-06,tomatoes,0.01
Jason,2020-11-06,apples,0.47
Jason,2020-11-06,oranges,0.03
Jason,2020-11-06,strawberries,0.01
Jason,2020-11-06,plums,0.15
Jason,2020-11-06,pears,0.14
Jason,2020-11-06,tomatoes,0.08
Peter,2020-11-06,apples,0.5
Peter,2020-11-06,oranges,0.01
Peter,2020-11-06,strawberries,0.02
Peter,2020-11-06,plums,0.18
Peter,2020-11-06,pears,0.21
Peter,2020-11-06,tomatoes,0.11
John,2020-11-07,apples,0.38
John,2020-11-07,oranges,0.02
John,2020-11-07,strawberries,0.02
John,2020-11-07,plums,0.13
John,2020-11-07,pears,0.19
John,2020-11-07,tomatoes,0.11
Nick,2020-11-07,apples,0.53
Nick,2020-11-07,oranges,0
Nick,2020-11-07,strawberries,0.01
Nick,2020-11-07,plums,0.16
Nick,2020-11-07,pears,0.35
Nick,2020-11-07,tomatoes,0.09
Rick,2020-11-07,apples,0.24
Rick,2020-11-07,oranges,0.03
Rick,2020-11-07,strawberries,0.01
Rick,2020-11-07,plums,0.09
Rick,2020-11-07,pears,0.11
Rick,2020-11-07,tomatoes,0.01
Dick,2020-11-07,apples,0.83
Dick,2020-11-07,oranges,0.01
Dick,2020-11-07,strawberries,0.01
Dick,2020-11-07,plums,0.13
Dick,2020-11-07,pears,0.26
Dick,2020-11-07,tomatoes,0.13
Jake,2020-11-07,apples,0.05
Jake,2020-11-07,oranges,0.01
Jake,2020-11-07,strawberries,0.02
Jake,2020-11-07,plums,0.12
Jake,2020-11-07,pears,0.31
Jake,2020-11-07,tomatoes,0.01
Paul,2020-11-07,apples,0.19
Paul,2020-11-07,oranges,0.03
Paul,2020-11-07,strawberries,0.02
Paul,2020-11-07,plums,0.08
Paul,2020-11-07,pears,0.19
Paul,2020-11-07,tomatoes,0.16
Jason,2020-11-07,apples,0.64
Jason,2020-11-07,oranges,0.01
Jason,2020-11-07,strawberries,0.01
Jason,2020-11-07,plums,0.16
Jason,2020-11-07,pears,0.12
Jason,2020-11-07,tomatoes,0.02
Peter,2020-11-07,apples,0.39
Peter,2020-11-07,oranges,0.02
Peter,2020-11-07,strawberries,0
Peter,2020-11-07,plums,0.12
Peter,2020-11-07,pears,0.05
Peter,2020-11-07,tomatoes,0.03
John,2020-11-08,apples,0.32
John,2020-11-08,oranges,0.02
John,2020-11-08,strawberries,0.01
John,2020-11-08,plums,0.12
John,2020-11-08,pears,0.3
John,2020-11-08,tomatoes,0.04
Nick,2020-11-08,apples,0.36
Nick,2020-11-08,oranges,0.04
Nick,2020-11-08,strawberries,0.01
Nick,2020-11-08,plums,0.11
Nick,2020-11-08,pears,0.25
Nick,2020-11-08,tomatoes,0.06
Rick,2020-11-08,apples,0.37
Rick,2020-11-08,oranges,0.04
Rick,2020-11-08,strawberries,0.01
Rick,2020-11-08,plums,0.12
Rick,2020-11-08,pears,0.13
